chr,start,end,width,DMR_id,beta_normal,beta_cancer,delta,p.adj,gc.content,no.cpgs.hm450,no.cpgs.genomic,no.cpgs.expected,cpg.ratio,num.changes,feature,f_start,f_end,feature_gene_name,closest_gene_name,closest_distance,gene_start,gene_end,contains.CGI,category,is.hyper,no.atac.peaks,selected
chr19,47994480,47994527,48,6045,0.751134408019422,0.581376072046211,-0.169758335973211,3.36341637573344e-09,0.5625,2,2,2.625,0.761904761904762,0,P2000,47992170,47994650,BSPH1,ELSPBP1,124,47994650,47994651,no CGI,non-CGI small proximal,hypo,0,FALSE
chr13,64076050,64076082,33,6046,0.883550987208612,0.766992984445712,-0.1165580027629,3.39989004162594e-09,0.696969696969697,3,3,3.93939393939394,0.761538461538462,0,INTER,61429849,66302833,-,RP11-310K10.1,2648201,61427848,61427849,no CGI,non-CGI small distal,hypo,1,TRUE
chr2,1800870,1801530,661,6047,0.900586703904177,0.774402533458184,-0.126184170445993,3.40193523225808e-09,0.531013615733737,2,13,46.5869894099849,0.279047866467494,0,INTRON,1792464,1801689,MYT1L,MYT1L,39249,1840778,1840779,no CGI,non-CGI large distal,hypo,0,FALSE
chr13,111965913,111965999,87,6048,0.876712463558392,0.761586210204431,-0.115126253353961,3.41645971608091e-09,0.770114942528736,3,8,12.6666666666667,0.631578947368419,0,INTER,111344247,112065647,-,SOX1,101648,112067646,112067647,no CGI,non-CGI small distal,hypo,0,FALSE
chr5,123285235,123285951,717,6049,0.135147893032464,0.262086527776208,0.126938634743744,3.43545923062211e-09,0.576011157601116,6,28,57.1854951185495,0.489634651968197,0,INTER,123194266,123344884,-,CEP120,137352,123423302,123423303,no CGI,CGI-like distal,hyper,0,TRUE
chr2,236336778,236336803,26,6050,0.970837600932508,0.842674191285858,-0.12816340964665,3.47889329699814e-09,0.692307692307692,2,3,3.11538461538462,0.962962962962962,0,INTRON,236331597,236338204,IQCA1,ASB18,72369,236264408,236264409,no CGI,non-CGI small distal,hypo,0,FALSE
chr10,129411214,129411359,146,6051,0.768448315927414,0.576079157320107,-0.192369158607306,3.48600329763644e-09,0.513698630136986,3,8,9.61643835616438,0.831908831908832,0,INTER,128128385,129465184,-,MGMT,55825,129467183,129467184,no CGI,non-CGI small distal,hypo,0,FALSE
chr18,79798211,79799235,1025,6052,0.0783424947084343,0.20458598160626,0.126243486897826,3.49349240966296e-09,0.712195121951219,4,109,129.96,0.838719606032625,0,INTER,79756623,79861668,-,KCNG2,64433,79863667,79863668,CGI,CGI-like distal,hyper,0,TRUE
chr10,101132122,101133030,909,6053,0.151482914927771,0.254599963834763,0.103117048906993,3.51238785161572e-09,0.623762376237624,5,50,86.7018701870187,0.576688829112318,0,INTRON,101132109,101134138,TLX1,TLX1,394,101131727,101131728,CGI,CGI-like proximal,hyper,0,TRUE
chr10,95972731,95973233,503,6054,0.844576319903929,0.692832106266121,-0.151744213637808,3.51908107509337e-09,0.465208747514911,2,9,25.4254473161034,0.353976073187896,0,INTRON,95966302,95981974,CC2D2B,CC2D2B,26858,96000090,96000091,no CGI,non-CGI large distal,hypo,0,FALSE
chr2,33134131,33134289,159,6055,0.525831224301468,0.399277872666529,-0.126553351634939,3.53187151917974e-09,0.446540880503145,3,5,7.84905660377359,0.63701923076923,0,INTRON,33110751,33134405,LTBP1,LTBP1,117,33134405,33134406,no CGI,non-CGI small proximal,hypo,1,TRUE
chr14,94767328,94767678,351,6056,0.14913384535654,0.262503026720254,0.113369181363714,3.59090762014215e-09,0.623931623931624,3,19,34.1025641025641,0.557142857142857,0,INTER,94624055,94768215,-,GSC,2552,94770229,94770230,no CGI,CGI-like distal,hyper,0,TRUE
chr12,106594562,106594635,74,6057,0.405089986516865,0.574822768122807,0.169732781605942,3.64097124642147e-09,0.72972972972973,3,7,9.83783783783784,0.711538461538461,0,INTRON,106585976,106601136,RFX4,RFX4,6502,106601136,106601137,no CGI,non-CGI small distal,hyper,0,TRUE
chr1,170144697,170145340,644,6058,0.817758109625459,0.661714122281191,-0.156043987344268,3.64534382737312e-09,0.451863354037267,3,5,31.8633540372671,0.156920077972709,0,P2000,170144001,170146000,METTL11B,METTL11B,661,170146000,170146001,no CGI,non-CGI large proximal,hypo,0,FALSE
chr1,75133847,75134736,890,6059,0.168050318044045,0.287790960788644,0.119740642744598,3.65833646595356e-09,0.474157303370787,9,28,49.8337078651685,0.561868686868687,0,INTRON,75130732,75134881,LHX8,LHX8,146,75134881,75134882,no CGI,CGI-like proximal,hyper,0,TRUE
chr2,388372,388418,47,6060,0.888198976064671,0.750203368512642,-0.137995607552029,3.66414830574429e-09,0.617021276595745,3,4,4.21276595744681,0.949494949494949,0,INTER,290851,667334,-,FAM150B,99521,288850,288851,no CGI,non-CGI small distal,hypo,0,FALSE
chr15,43516608,43517491,883,6061,0.431938376195687,0.537596435501872,0.105658059306185,3.67901114516712e-09,0.486425339366516,4,7,51.8823529411765,0.134920634920635,1,INTRON,43512291,43517624,MAP1A,MAP1A,134,43517624,43517625,no CGI,non-CGI large proximal,hyper,0,TRUE
chr20,61885114,61885409,296,6062,0.777210360228374,0.630575721891193,-0.14663463833718,3.69501414670128e-09,0.550675675675676,2,10,20.7297297297297,0.482398956975229,0,INTRON,61873900,61894909,CDH4,TAF4,112778,61998186,61998187,no CGI,CGI-like distal,hypo,0,FALSE
chr8,41725980,41726005,26,6063,0.211324925940458,0.439303318570292,0.227978392629834,3.69641319969382e-09,0.692307692307692,2,4,2.5,1.6,0,INTRON,41725946,41727249,ANK1,ANK1,19801,41706178,41706179,CGI,non-CGI small distal,hyper,0,TRUE
chr16,86762247,86762552,306,6064,0.610516092019303,0.457625675075065,-0.152890416944238,3.72246127456537e-09,0.562091503267974,2,9,22.5882352941177,0.398437499999999,0,INTER,86582160,87302800,-,FOXL1,183741,86578505,86578506,no CGI,CGI-like distal,hypo,0,FALSE
chr14,71487173,71487317,145,6065,0.657130241408933,0.78808658124944,0.130956339840507,3.73592392042112e-09,0.537931034482759,2,3,10.048275862069,0.298558682223746,0,INTRON,71321531,71512742,SIPA1L1,SIPA1L1,42008,71529324,71529325,no CGI,non-CGI small distal,hyper,0,FALSE
chr1,7347958,7348943,986,6066,0.729879361908573,0.605501776131048,-0.124377585777525,3.74397896397068e-09,0.540567951318459,4,29,71.973630831643,0.402925344531184,0,INTRON,7249626,7467829,CAMTA1,CAMTA1,387465,7736407,7736408,no CGI,CGI-like distal,hypo,0,FALSE
chr10,133049397,133050113,717,6067,0.683047387146777,0.562050354716778,-0.120997032429999,3.78308308228528e-09,0.642956764295676,2,24,73.8075313807532,0.325170068027211,0,INTER,132944823,133068929,-,ADGRA1,20816,133070928,133070929,no CGI,CGI-like distal,hypo,0,FALSE
chr2,10220315,10220938,624,6068,0.872896380546742,0.75266778143788,-0.120228599108863,3.79024913185245e-09,0.459935897435897,3,16,32.7884615384615,0.487976539589443,0,INTER,10131419,10300889,-,HPCAL1,81951,10302888,10302889,no CGI,CGI-like distal,hypo,1,TRUE
chr5,15500724,15500804,81,6069,0.0528130249776318,0.194406436563676,0.141593411586044,3.81109165319105e-09,0.716049382716049,2,10,9.14814814814815,1.09311740890688,0,INTRON,15500713,15501437,FBXL7,FBXL7,528,15500195,15500196,CGI,non-CGI small proximal,hyper,0,TRUE
chr5,159029256,159029309,54,6070,0.840111432445533,0.672449885102798,-0.167661547342735,3.92284577832263e-09,0.333333333333333,2,2,1.48148148148148,1.35,0,INTRON,158840123,159073395,EBF1,EBF1,70384,159099692,159099693,no CGI,non-CGI small distal,hypo,0,FALSE
chr12,3951615,3951859,245,6071,0.880214536750356,0.74409117301394,-0.136123363736416,3.92808783825672e-09,0.542857142857143,2,11,16.8,0.654761904761905,0,INTER,3875448,4271772,-,PARP11,78167,3873447,3873448,no CGI,CGI-like distal,hypo,0,FALSE
chr2,134027821,134028587,767,6072,0.351549040299249,0.461002509953892,0.109453469654643,3.96547743684007e-09,0.569752281616688,6,36,62.2294654498044,0.57850408548083,0,INTER,133570463,134118182,-,MGAT5,91595,134120181,134120182,no CGI,CGI-like distal,hyper,0,TRUE
chr15,26624430,26624494,65,6073,0.840178560825636,0.709684598354347,-0.130493962471289,3.97314305241313e-09,0.6,2,3,5.81538461538462,0.515873015873016,0,INTRON,26621534,26628976,GABRB3,GABRB3,4596,26629089,26629090,no CGI,non-CGI small distal,hypo,0,FALSE
chr15,61834611,61834971,361,6074,0.616161090845721,0.50768053939919,-0.108480551446531,4.01861598968464e-09,0.506925207756233,3,15,23.1578947368421,0.647727272727273,0,INTER,61231319,61852388,-,VPS13C,225477,62060447,62060448,no CGI,CGI-like distal,hypo,0,FALSE
chr8,51536596,51536951,356,6075,0.850455946052329,0.683843436843189,-0.166612509209139,4.02066304840587e-09,0.317415730337079,2,5,8.88202247191011,0.562934851359899,0,INTRON,51499770,51556839,PXDNL,PXDNL,127617,51408978,51408979,no CGI,CGI-like distal,hypo,0,FALSE
chr17,2406984,2407562,579,6076,0.707170749598619,0.543473761296347,-0.163696988302273,4.04317314667943e-09,0.540587219343696,2,13,40.4766839378238,0.321172555043523,0,INTER,2403118,2416075,-,MNT,5866,2401117,2401118,no CGI,non-CGI large distal,hypo,2,TRUE
chr11,45886257,45886485,229,6077,0.453716110210617,0.556017208851846,0.102301098641229,4.09074460041015e-09,0.663755458515284,2,10,24.7860262008734,0.403453136011275,0,INTRON,45885921,45896549,MAPK8IP1,MAPK8IP1,606,45885650,45885651,CGI,CGI-like proximal,hyper,0,TRUE
chr11,65647719,65647789,71,6078,0.586527967035859,0.433305275174883,-0.153222691860975,4.09475156578509e-09,0.563380281690141,2,4,5.40845070422535,0.739583333333334,0,INTRON,65647658,65649261,SIPA1,SIPA1,7598,65640120,65640121,CGI,non-CGI small distal,hypo,0,FALSE
chr14,101077780,101077884,105,6079,0.0777644836323253,0.218318177701751,0.140553694069426,4.11168165060545e-09,0.647619047619048,2,5,11.0095238095238,0.454152249134948,0,INTER,100886847,101559351,-,RTL1,192933,100884846,100884847,no CGI,non-CGI small distal,hyper,0,TRUE
chr7,45176169,45177203,1035,6080,0.79211065731899,0.651812343161442,-0.140298314157549,4.11673181875043e-09,0.565217391304348,3,13,81.6425120772947,0.159230769230769,0,INTRON,45157886,45177308,RAMP3,RAMP3,18340,45157828,45157829,no CGI,non-CGI large distal,hypo,0,FALSE
chr4,73998879,73998992,114,6081,0.330087404660957,0.487209952761493,0.157122548100536,4.11996408902907e-09,0.62280701754386,3,5,10.6842105263158,0.467980295566502,0,P2000,73998779,74000779,CXCL5,CXCL5,100,73998778,73998779,no CGI,non-CGI small proximal,hyper,1,FALSE
chr19,51418558,51418885,328,6082,0.753911004703551,0.597122206486549,-0.156788798217002,4.17782888031314e-09,0.524390243902439,2,3,22.5487804878049,0.133044889129259,0,P2000,51417803,51419803,SIGLEC10,SIGLEC10,755,51417802,51417803,no CGI,non-CGI large proximal,hypo,0,FALSE
chr6,163137543,163137791,249,6083,0.976227052528248,0.86956885930566,-0.106658193222589,4.22983974369481e-09,0.542168674698795,3,13,17.2048192771084,0.75560224089636,0,INTRON,163090305,163179215,PARK2,PACRG,75257,163062285,163062286,no CGI,CGI-like distal,hypo,0,FALSE
chr2,5444325,5444482,158,6084,0.937062904531459,0.829496030396588,-0.107566874134871,4.24844067686873e-09,0.632911392405063,3,10,15.8164556962025,0.632252901160466,0,INTER,3847408,5690667,-,SOX11,248185,5692666,5692667,no CGI,non-CGI small distal,hypo,0,FALSE
chr10,100621536,100622124,588,6085,0.278858293963026,0.410546515041936,0.131688221078909,4.24935161843518e-09,0.577249575551783,3,34,46.741935483871,0.727398205659075,1,INTER,100559998,100743711,-,HIF1AN,85677,100535858,100535859,no CGI,CGI-like distal,hyper,0,TRUE
chr11,71583559,71583773,215,6086,0.898831013548246,0.777268934111025,-0.121562079437221,4.25312114578519e-09,0.558139534883721,3,7,16.7255813953488,0.418520578420468,0,P2000,71582875,71584875,KRTAP5-11,KRTAP5-11,684,71582874,71582875,no CGI,CGI-like proximal,hypo,0,FALSE
chr19,2302402,2302872,471,6087,0.131581077674391,0.256942044958969,0.125360967284578,4.27550680935707e-09,0.690021231422505,4,39,55.7324840764331,0.699771428571429,0,INTER,2294024,2321516,-,LINGO3,10378,2292023,2292024,CGI,CGI-like distal,hyper,0,TRUE
chr20,54476242,54476613,372,6088,0.104418356015824,0.214917618396368,0.110499262380545,4.34554523751071e-09,0.580645161290323,4,23,31.2876344086022,0.73511470057565,0,INTRON,54476012,54554932,DOK5,DOK5,524,54475717,54475718,CGI,CGI-like proximal,hyper,0,TRUE
chr1,159714641,159715395,755,6089,0.802327283311876,0.660937468649273,-0.141389814662603,4.37187937280053e-09,0.411920529801325,4,8,31.7483443708609,0.251981643721319,0,P2000,159714589,159716589,CRP,CRP,52,159714588,159714589,no CGI,non-CGI large proximal,hypo,0,FALSE
chr10,3398121,3398138,18,6090,0.797863565305002,0.640039247686898,-0.157824317618104,4.41026223144511e-09,0.722222222222222,2,2,2,1,0,INTER,3174841,3775995,-,PITRM1,225280,3172840,3172841,no CGI,non-CGI small distal,hypo,0,FALSE
chr1,3948021,3948030,10,6091,0.968345751169454,0.803218203872038,-0.165127547297416,4.44882263830792e-09,0.7,2,2,1,2,0,INTER,3902285,4652732,-,C1orf174,47736,3900284,3900285,no CGI,non-CGI small distal,hypo,0,FALSE
chr8,47262057,47262824,768,6092,0.59919708883404,0.728516444966214,0.129319356132174,4.46017508629885e-09,0.416666666666667,2,11,33.2278645833333,0.331047454837572,0,INTRON,47260991,47279861,SPIDR,SPIDR,1092,47260964,47260965,no CGI,non-CGI large proximal,hyper,0,FALSE
chr2,42046942,42048013,1071,6093,0.133856877765382,0.239310329366089,0.105453451600707,4.48041897843733e-09,0.698694029850746,4,105,130.707089552239,0.803322913544297,1,P2000,42046020,42048019,PKDCC,PKDCC,7,42048019,42048020,CGI,CGI-like proximal,hyper,1,FALSE
chr15,83379154,83379556,403,6094,0.125537567188001,0.228258616048373,0.102721048860371,4.48246719013874e-09,0.645161290322581,5,25,41.8957816377171,0.596718787017295,0,INTER,83286714,83445228,-,SH3GL3,67672,83447227,83447228,CGI,CGI-like distal,hyper,1,FALSE
chr2,720516,720975,460,6095,0.917226872736313,0.781521854518261,-0.135705018218051,4.48315542949141e-09,0.521739130434783,3,20,31.1282608695652,0.642502968084364,0,INTER,688348,948868,-,AC092159.1,32717,687798,687799,no CGI,CGI-like distal,hypo,0,FALSE
chr19,42444015,42444031,17,6096,0.472418855058738,0.366044374522513,-0.106374480536225,4.48344222279677e-09,0.294117647058824,2,2,0.235294117647059,8.5,0,P2000,42443048,42445048,CXCL17,CXCL17,967,42443047,42443048,no CGI,non-CGI small proximal,hypo,1,FALSE
chr19,1287429,1287885,457,6097,0.273283951768487,0.414618597191337,0.14133464542285,4.50939431077588e-09,0.691466083150985,4,37,54.6061269146608,0.677579643358045,0,INTRON,1286308,1295544,EFNA2,EFNA2,1275,1286153,1286154,CGI,CGI-like proximal,hyper,0,TRUE
chr13,111092825,111093235,411,6098,0.676944685639042,0.55066089450818,-0.126283791130863,4.52637217488707e-09,0.532846715328467,3,12,28.9537712895377,0.414453781512605,0,INTER,110917069,111112619,-,ARHGEF7,21384,111114618,111114619,CGI,CGI-like distal,hypo,0,FALSE
chr14,93346590,93347174,585,6099,0.911848565790899,0.795795898979144,-0.116052666811756,4.61588982032821e-09,0.547008547008547,3,11,33.0923076923077,0.332403533240353,0,INTRON,93333523,93347190,UNC79,COX8C,17,93347190,93347191,CGI,non-CGI large proximal,hypo,0,FALSE
chr16,81633028,81633562,535,6100,0.60833378951473,0.468466323028944,-0.139867466485785,4.65260461818951e-09,0.510280373831776,2,12,33.7943925233645,0.355088495575221,0,INTRON,81620926,81645357,CMIP,CMIP,11796,81645357,81645358,no CGI,non-CGI large distal,hypo,1,TRUE
chr5,38445118,38445512,395,6101,0.64572961518283,0.531084679263061,-0.11464493591977,4.70655042403968e-09,0.491139240506329,5,9,23.0886075949367,0.389802631578948,0,INTRON,38438455,38445539,EGFLAM,EGFLAM,28,38445539,38445540,no CGI,non-CGI large proximal,hypo,0,FALSE
chr17,43954617,43955379,763,6102,0.822346452219023,0.707916750914041,-0.114429701304982,4.71803185062317e-09,0.577981651376147,2,10,63.5779816513762,0.157287157287157,0,INTRON,43953975,43957937,PYY,PYY,677,43953939,43953940,no CGI,non-CGI large proximal,hypo,0,FALSE
chr8,104338864,104339433,570,6103,0.702057978662459,0.586873057252027,-0.115184921410432,4.83635878326215e-09,0.47719298245614,3,6,31.6754385964912,0.189421212960399,0,P2000,104337796,104339795,DCSTAMP,DCSTAMP,363,104339795,104339796,no CGI,non-CGI large proximal,hypo,0,FALSE
chr2,169111070,169111073,4,6104,0.526990830061184,0.668073293194474,0.14108246313329,4.84714263393783e-09,1,2,2,1,2,0,INTER,169096167,169127108,-,DHRS9,29963,169081106,169081107,no CGI,non-CGI small distal,hyper,0,FALSE
chr4,68953138,68954102,965,6105,0.533666232505845,0.646856858592571,0.113190626086726,4.8533107231653e-09,0.398963730569948,2,4,37.4984455958549,0.10667108826618,0,P2000,68951791,68953791,UGT2A3,UGT2A3,1347,68951790,68951791,no CGI,non-CGI large proximal,hyper,0,FALSE
chr19,1762436,1763801,1366,6106,0.194968265781392,0.319543163000004,0.124574897218612,4.85467260341332e-09,0.563689604685212,4,70,108.273060029283,0.646513546223485,0,INTRON,1754854,1775152,ONECUT3,ONECUT3,10063,1752372,1752373,CGI,CGI-like distal,hyper,0,TRUE
chr5,170503531,170503934,403,6107,0.22266855946005,0.324529585346251,0.101861025886201,4.87967382548648e-09,0.586633663366337,7,15,33.019801980198,0.454272863568216,1,INTRON,170389677,170504035,KCNIP1,KCNIP1,102,170504035,170504036,CGI,CGI-like proximal,hyper,0,TRUE
chr10,15426353,15426813,461,6108,0.800488277507485,0.667061198301547,-0.133427079205938,4.96205434049809e-09,0.650759219088937,2,33,48.0238611713666,0.687158408238854,0,INTER,15373062,15513948,-,FAM171A1,55291,15371061,15371062,no CGI,CGI-like distal,hypo,0,FALSE
chr5,1962197,1962440,244,6109,0.648994367254749,0.515832622847758,-0.133161744406991,4.99090770648512e-09,0.487704918032787,3,10,14.4262295081967,0.693181818181819,0,INTER,1889236,2745844,-,IRX4,74961,1887235,1887236,no CGI,CGI-like distal,hypo,0,FALSE
chr6,29609571,29610719,1149,6110,0.880756490125999,0.776496933756031,-0.104259556369968,5.04406329065144e-09,0.381201044386423,8,10,41.6544821583986,0.240070203297048,0,INTRON,29609379,29610923,UBD,GABBR1,17319,29628037,29628038,no CGI,non-CGI large distal,hypo,0,FALSE
chr17,74304263,74304653,391,6111,0.873019618014968,0.73843614899925,-0.134583469015718,5.06046526243932e-09,0.549872122762148,2,9,29.5242966751918,0.30483367983368,0,INTRON,74301168,74305218,DNAI2,KIF19,21557,74326209,74326210,no CGI,non-CGI large distal,hypo,0,FALSE
chr19,53701308,53701519,212,6112,0.724725765539628,0.569751312703433,-0.154974452836195,5.07549035323932e-09,0.438679245283019,2,2,9.85849056603774,0.202870813397129,0,INTER,53637009,53793602,-,DPRX,69252,53632055,53632056,no CGI,non-CGI large distal,hypo,0,FALSE
chr3,37765948,37766211,264,6113,0.577938543201985,0.723848686880885,0.1459101436789,5.13195020952848e-09,0.465909090909091,2,9,14.0530303030303,0.640431266846361,0,INTRON,37750569,37777391,ITGA9,ITGA9,13804,37780014,37780015,no CGI,CGI-like distal,hyper,0,FALSE
chr12,121579147,121579342,196,6114,0.0972052612968287,0.204672040455004,0.107466779158175,5.15918660082322e-09,0.698979591836735,3,18,23.9387755102041,0.751918158567774,0,INTRON,121578946,121579611,RNF34,KDM2B,302,121579643,121579644,CGI,non-CGI small proximal,hyper,0,TRUE
chr14,77141956,77141960,5,6115,0.117688503278157,0.228634344953472,0.110945841675314,5.16979897504838e-09,1,2,2,0.8,2.5,0,INTRON,77141791,77142189,CIPC,ZDHHC22,165,77141790,77141791,CGI,non-CGI small proximal,hyper,0,TRUE
chr2,3101244,3101281,38,6116,0.811453803670459,0.684513719043168,-0.126940084627291,5.20439578913369e-09,0.657894736842105,2,2,3.94736842105263,0.506666666666667,0,INTER,2333194,3188924,-,TSSC1,276509,3377789,3377790,no CGI,non-CGI small distal,hypo,0,FALSE
chr7,117479884,117479909,26,6117,0.0645264536148846,0.271526502739493,0.207000049124609,5.21874955842856e-09,0.576923076923077,2,2,2.07692307692308,0.962962962962962,0,INTRON,117479694,117479962,CFTR,CFTR,54,117479962,117479963,no CGI,non-CGI small proximal,hyper,1,FALSE
chr19,57584056,57584100,45,6118,0.0619758126501313,0.195329265696593,0.133353453046462,5.2328691048051e-09,0.6,3,5,4,1.25,0,INTRON,57583975,57584139,ZIK1,ZIK1,40,57584139,57584140,CGI,non-CGI small proximal,hyper,1,FALSE
chr1,2021620,2021980,361,6119,0.843858441720105,0.723255263914604,-0.120603177805501,5.23741855984494e-09,0.656509695290859,3,20,38.4653739612188,0.519948149215037,0,INTRON,2019491,2024941,GABRD,GABRD,2296,2019323,2019324,no CGI,CGI-like distal,hypo,0,FALSE
chr8,143715793,143715797,5,6120,0.91513087859214,0.806034773133014,-0.109096105459126,5.2397394823626e-09,1,2,2,0.8,2.5,0,P2000,143714259,143716258,MAPK15,MAPK15,462,143716258,143716259,no CGI,non-CGI small proximal,hypo,0,FALSE
chr8,1061358,1061835,478,6121,0.710665104441025,0.597463323202641,-0.113201781238385,5.31850899395059e-09,0.556485355648536,3,19,36.9979079497908,0.513542550183772,0,INTRON,907966,1258850,DLGAP2,DLGAP2,239179,822178,822179,no CGI,CGI-like distal,hypo,0,FALSE
chr2,1892582,1893448,867,6122,0.716840225369352,0.603698791957166,-0.113141433412186,5.32685379635405e-09,0.537485582468281,2,23,62.5236447520185,0.367860832349469,0,INTRON,1892287,1903079,MYT1L,MYT1L,49696,1842885,1842886,no CGI,CGI-like distal,hypo,0,FALSE
chr11,1370869,1371489,621,6123,0.804185154210255,0.691514653573769,-0.112670500636486,5.3436223812495e-09,0.64573268921095,3,25,64.7246376811594,0.386251679355128,0,INTER,1311654,1387899,-,BRSK2,18410,1389898,1389899,no CGI,CGI-like distal,hypo,0,FALSE
chr3,171457924,171458227,304,6124,0.332686911602314,0.51654677697103,0.183859865368715,5.35183423415522e-09,0.611842105263158,4,18,25.6842105263158,0.700819672131147,0,INTRON,171369685,171460006,TNIK,TNIK,1836,171460062,171460063,no CGI,CGI-like proximal,hyper,1,FALSE
chr4,170025854,170026090,237,6125,0.0632037335738849,0.214869335526675,0.15166560195279,5.35281507185066e-09,0.70042194092827,2,26,28.2405063291139,0.920663379650382,0,INTRON,170006975,170026233,MFAP3L,MFAP3L,205,170026294,170026295,CGI,CGI-like proximal,hyper,0,TRUE
chr17,951947,952072,126,6126,0.359250165994582,0.24661921858877,-0.112630947405812,5.37581106740197e-09,0.626984126984127,3,8,12.047619047619,0.664031620553362,0,INTRON,864111,979318,NXN,NXN,27698,979769,979770,no CGI,non-CGI small distal,hypo,0,FALSE
chr20,22815047,22815136,90,6127,0.483878678706867,0.340350940931306,-0.143527737775562,5.37686132323701e-09,0.588888888888889,2,2,7.77777777777778,0.257142857142857,0,INTER,22587455,23033386,-,SSTR4,220250,23035385,23035386,no CGI,non-CGI small distal,hypo,0,FALSE
chr17,48738924,48739268,345,6128,0.146172309880257,0.27840471449272,0.132232404612463,5.40336477071399e-09,0.6,3,18,30.6666666666667,0.58695652173913,0,INTER,48731178,48762234,-,HOXB13,9746,48729177,48729178,no CGI,CGI-like distal,hyper,0,TRUE
chr6,27815448,27815553,106,6129,0.360218589946296,0.514511635861499,0.154293045915202,5.41476998425685e-09,0.518867924528302,2,5,6.73584905660377,0.742296918767508,0,INTER,27815424,27822108,-,HIST1H2BM,404,27815043,27815044,no CGI,non-CGI small proximal,hyper,0,TRUE
chr2,232485653,232485655,3,6130,0.0409324891876849,0.185329320160649,0.144396830972964,5.41787072820719e-09,1,2,2,0.666666666666667,3,0,INTRON,232485267,232485867,ECEL1,ECEL1,998,232486652,232486653,CGI,non-CGI small proximal,hyper,0,TRUE
chr2,66071063,66071083,21,6131,0.564732420996541,0.741307434844189,0.176575013847648,5.44652758570269e-09,0.714285714285714,2,2,2.66666666666667,0.749999999999999,0,INTER,65434637,66433133,-,MEIS1,364050,66435132,66435133,no CGI,non-CGI small distal,hyper,0,FALSE
chr7,139034697,139035038,342,6132,0.721835194183679,0.575498874851516,-0.146336319332163,5.46212515962524e-09,0.497076023391813,2,11,21.0994152046784,0.521341463414633,0,INTRON,139034678,139035652,ZC3HAV1L,ZC3HAV1L,991,139036028,139036029,no CGI,CGI-like proximal,hypo,0,FALSE
chr16,51875967,51876256,290,6133,0.820615283863565,0.674647112102774,-0.145968171760791,5.50487086794215e-09,0.593103448275862,2,9,25.5,0.352941176470588,0,INTER,51153275,52438004,-,TOX3,670752,52547007,52547008,no CGI,CGI-like distal,hypo,0,FALSE
chr9,136943207,136943305,99,6134,0.800375914808982,0.66356574960589,-0.136810165203093,5.50672962477531e-09,0.707070707070707,2,4,11.8787878787879,0.33673469387755,0,INTRON,136942973,136943348,FBXW5,FBXW5,1229,136944533,136944534,CGI,non-CGI small proximal,hypo,0,FALSE
chr6,52147533,52148973,1441,6135,0.888630970293202,0.775417240962065,-0.113213729331137,5.56823113596204e-09,0.357390700902151,4,12,45.9375433726579,0.261224243156686,0,INTER,52089625,52184387,-,IL17A,37414,52186386,52186387,no CGI,non-CGI large distal,hypo,0,FALSE
chr4,14360089,14360615,527,6136,0.746523564393397,0.574540769586587,-0.17198279480681,5.59209327157538e-09,0.447817836812144,2,5,26.404174573055,0.189363995688107,0,INTER,13629723,15000674,-,CPEB2,642059,15002673,15002674,no CGI,non-CGI large distal,hypo,0,FALSE
chr1,84997681,84998578,898,6137,0.110450566543716,0.215356723180135,0.104906156636419,5.59549444194595e-09,0.572383073496659,5,57,73.5501113585746,0.774981831395349,0,P2000,84997112,84999146,MCOLN2,MCOLN2,569,84997111,84997112,CGI,CGI-like proximal,hyper,0,TRUE
chr9,130919132,130919203,72,6138,0.754967632194785,0.562359846707412,-0.192607785487373,5.68851478571639e-09,0.555555555555556,2,4,5.43055555555556,0.736572890025575,0,INTRON,130911888,130923743,FIBCD1,FIBCD1,10776,130929978,130929979,CGI,non-CGI small distal,hypo,0,FALSE
chr4,15427126,15427144,19,6139,0.670905109756979,0.493858393240387,-0.177046716516592,5.7427355364217e-09,0.68421052631579,2,2,2.21052631578947,0.904761904761906,0,INTRON,15374769,15427788,C1QTNF7,C1QTNF7,645,15427788,15427789,no CGI,non-CGI small proximal,hypo,0,FALSE
chr11,133983043,133984261,1219,6140,0.922601527104679,0.799098666045716,-0.123502861058963,5.74771157607874e-09,0.547169811320755,5,45,91.2305168170632,0.493256002158079,0,INTER,133958985,134066925,-,IGSF9B,26058,133956984,133956985,no CGI,CGI-like distal,hypo,0,FALSE
chr5,38844926,38845027,102,6141,0.559935659518381,0.415384163879972,-0.144551495638409,5.83531095985462e-09,0.529411764705882,2,5,7.1078431372549,0.703448275862069,0,P2000,38843858,38845857,OSMR,OSMR,831,38845857,38845858,no CGI,non-CGI small proximal,hypo,1,TRUE
chr10,110671961,110672660,699,6142,0.0747688236916678,0.177809461780161,0.103040638088493,5.83689964404081e-09,0.62,6,55,67.2571428571429,0.817757009345794,1,INTRON,110644645,110780800,RBM20,RBM20,27564,110644396,110644397,CGI,CGI-like distal,hyper,1,FALSE
chr7,98278917,98279193,277,6143,0.468163729617657,0.589553173914121,0.121389444296464,5.87036483038552e-09,0.505415162454874,2,3,16.6462093862816,0.180221210149642,0,INTER,98254251,98279667,-,BRI3,2474,98281666,98281667,no CGI,non-CGI large distal,hyper,0,TRUE
