"","chr","start","end","center","width"
"18796","chr12",57590993,57591519,57591256,526
"18797","chr22",31753776,31754078,31753927,302
"18798","chr20",63940385,63941203,63940794,818
"18799","chr3",51974927,51975360,51975143,433
"18800","chr2",27085678,27086902,27086290,1224
"18801","chr19",58516985,58517572,58517278,587
"18802","chr4",663204,664373,663788,1169
"18803","chr17",75205231,75206027,75205629,796
"18804","chr1",10653781,10654146,10653963,365
"18805","chr6",137497030,137498235,137497632,1205
"18806","chr11",46593647,46594114,46593880,467
"18807","chr4",145179602,145180903,145180252,1301
"18808","chr5",662168,663287,662727,1119
"18809","chr19",45450807,45451246,45451026,439
"18810","chr19",6215136,6215555,6215345,419
"18811","chr11",69470956,69471711,69471333,755
"18812","chr10",42552136,42553024,42552580,888
"18813","chr13",108214759,108215016,108214887,257
"18814","chr17",38751854,38752257,38752055,403
"18815","chr17",29079735,29081041,29080388,1306
"18816","chr9",137458366,137459592,137458979,1226
"18817","chrX",50469430,50469667,50469548,237
"18818","chr19",4400120,4400785,4400452,665
"18819","chr1",219927790,219928805,219928297,1015
"18820","chr11",14971906,14972115,14972010,209
"18821","chr1",109258432,109259078,109258755,646
"18822","chr11",315739,316539,316139,800
"18823","chr19",2163633,2165604,2164618,1971
"18824","chr8",90000913,90002038,90001475,1125
"18825","chr1",201000495,201000810,201000652,315
"18826","chr5",25909233,25909542,25909387,309
"18827","chr9",137506800,137507004,137506902,204
"18828","chr11",45902429,45903176,45902802,747
"18829","chr6",137493218,137494065,137493641,847
"18830","chr16",67528672,67529487,67529079,815
"18831","chr2",119431446,119432189,119431817,743
"18832","chr20",64269795,64270561,64270178,766
"18833","chr7",112391420,112392126,112391773,706
"18834","chr11",128689791,128690642,128690216,851
"18835","chr19",49427946,49428837,49428391,891
"18836","chr9",93247562,93247819,93247690,257
"18837","chr7",149065591,149066000,149065795,409
"18838","chr2",239139630,239139906,239139768,276
"18839","chr16",11976400,11977013,11976706,613
"18840","chr17",6713103,6714152,6713627,1049
"18841","chr14",96797222,96797902,96797562,680
"18842","chr19",48061812,48062067,48061939,255
"18843","chr3",170908042,170909052,170908547,1010
"18844","chr19",55369209,55370223,55369716,1014
"18845","chr21",25639422,25640086,25639754,664
"18846","chr22",18997986,18998187,18998086,201
"18847","chr1",9264143,9264380,9264261,237
"18848","chr12",52301943,52302220,52302081,277
"18849","chr11",59102332,59102603,59102467,271
"18850","chr17",35242122,35243508,35242815,1386
"18851","chr8",38467573,38468856,38468214,1283
"18852","chr11",17013296,17014857,17014076,1561
"18853","chr16",88909442,88909761,88909601,319
"18854","chr4",41865368,41865569,41865468,201
"18855","chr6",100449204,100449745,100449474,541
"18856","chr8",144524471,144525026,144524748,555
"18857","chr4",877488,877842,877665,354
"18858","chr17",40443018,40443272,40443145,254
"18859","chr7",159143815,159145800,159144807,1985
"18860","chr14",23321003,23322112,23321557,1109
"18861","chr3",130517145,130517359,130517252,214
"18862","chr17",18363108,18363693,18363400,585
"18863","chr9",2047438,2047801,2047619,363
"18864","chr19",1173241,1174344,1173792,1103
"18865","chr19",18208335,18208553,18208444,218
"18866","chr11",66727466,66728916,66728191,1450
"18867","chr12",52023234,52023919,52023576,685
"18868","chr12",49110252,49110859,49110555,607
"18869","chr19",42423133,42424446,42423789,1313
"18870","chr11",65107662,65108771,65108216,1109
"18871","chr7",156892891,156893485,156893188,594
"18872","chr5",491205,492043,491624,838
"18873","chr14",100726036,100727400,100726718,1364
"18874","chr6",75201863,75202417,75202140,554
"18875","chr20",3888806,3889923,3889364,1117
"18876","chr9",69066997,69067395,69067196,398
"18877","chr17",82253770,82255266,82254518,1496
"18878","chr19",1675842,1676138,1675990,296
"18879","chr22",20116851,20118206,20117528,1355
"18880","chr4",154549981,154550530,154550255,549
"18881","chr19",8307713,8308418,8308065,705
"18882","chr15",22417495,22418952,22418223,1457
"18883","chr3",127628839,127630016,127629427,1177
"18884","chr19",12052511,12052745,12052628,234
"18885","chr19",35040876,35041087,35040981,211
"18886","chr7",158803753,158804560,158804156,807
"18887","chrX",52261788,52262329,52262058,541
"18888","chr10",99522968,99523177,99523072,209
"18889","chr9",129320592,129321303,129320947,711
"18890","chr19",50378161,50378407,50378284,246
"18891","chr16",88817760,88818115,88817937,355
"18892","chr3",50273014,50273966,50273490,952
"18893","chr11",68855254,68855784,68855519,530
"18894","chr3",182793078,182794494,182793786,1416
"18895","chr17",82408900,82409221,82409060,321
"18896","chr11",1236354,1236576,1236465,222
"18897","chr7",57404610,57405091,57404850,481
"18898","chr5",113513568,113514285,113513926,717
"18899","chr19",13010223,13013554,13011888,3331
"18900","chr19",35738073,35738603,35738338,530
"18901","chrX",36963494,36963932,36963713,438
"18902","chr10",8513695,8514139,8513917,444
"18903","chr5",33892086,33892298,33892192,212
"18904","chr6",168001546,168001757,168001651,211
"18905","chrX",134990908,134991277,134991092,369
"18906","chr3",42936338,42936598,42936468,260
"18907","chr11",126268464,126269271,126268867,807
"18908","chr14",100546304,100546763,100546533,459
"18909","chr5",154754579,154757449,154756014,2870
"18910","chrX",109624533,109625385,109624959,852
"18911","chr1",202810662,202811556,202811109,894
"18912","chr12",8018801,8019194,8018997,393
"18913","chr5",102865879,102866208,102866043,329
"18914","chr9",95045168,95045412,95045290,244
"18915","chr6",44219449,44219663,44219556,214
"18916","chr4",174283414,174284244,174283829,830
"18917","chr14",19026534,19027143,19026838,609
"18918","chr19",7074741,7075087,7074914,346
"18919","chr2",119011567,119011820,119011693,253
"18920","chr13",78607192,78607479,78607335,287
"18921","chr16",559772,560980,560376,1208
"18922","chr15",90717153,90717688,90717420,535
"18923","chr7",24573009,24574283,24573646,1274
"18924","chr19",53395015,53395666,53395340,651
"18925","chr19",16627504,16628868,16628186,1364
"18926","chr3",141738039,141738668,141738353,629
"18927","chr14",103628214,103630135,103629174,1921
"18928","chr14",105414975,105415410,105415192,435
"18929","chr20",63420588,63420933,63420760,345
"18930","chr14",103273241,103274555,103273898,1314
"18931","chr16",67980064,67980642,67980353,578
"18932","chr19",49182606,49182976,49182791,370
"18933","chr4",110587737,110588127,110587932,390
"18934","chrX",30652622,30653752,30653187,1130
"18935","chr7",19112343,19112724,19112533,381
"18936","chr11",82732393,82733934,82733163,1541
"18937","chr11",1338807,1339176,1338991,369
"18938","chr19",46428811,46429092,46428951,281
"18939","chr9",136885954,136887075,136886514,1121
"18940","chr4",82044017,82044743,82044380,726
"18941","chr3",75785103,75785610,75785356,507
"18942","chr14",34059914,34060753,34060333,839
"18943","chr19",941116,941528,941322,412
"18944","chr19",5338777,5339119,5338948,342
"18945","chr5",115262604,115262960,115262782,356
"18946","chr2",230712594,230713789,230713191,1195
"18947","chr7",100823673,100823893,100823783,220
"18948","chr11",19240365,19240609,19240487,244
"18949","chr4",80266340,80266759,80266549,419
"18950","chr19",17500536,17500855,17500695,319
"18951","chr5",123422964,123423636,123423300,672
"18952","chr10",38402496,38403234,38402865,738
"18953","chr3",119294387,119294877,119294632,490
"18954","chr19",53308367,53308758,53308562,391
"18955","chr12",55932003,55932439,55932221,436
"18956","chr7",149431455,149432803,149432129,1348
"18957","chr14",102939869,102940346,102940107,477
"18958","chr5",141136729,141137718,141137223,989
"18959","chr14",58426900,58427235,58427067,335
"18960","chr2",45008470,45010653,45009561,2183
"18961","chr5",140926127,140927608,140926867,1481
"18962","chr22",17841782,17842022,17841902,240
"18963","chr5",140828140,140828493,140828316,353
"18964","chr3",141311656,141311962,141311809,306
"18965","chr11",61792435,61793077,61792756,642
"18966","chr8",144078296,144079137,144078716,841
"18967","chr10",73730189,73730796,73730492,607
"18968","chr14",92039654,92040467,92040060,813
"18969","chr1",181413154,181413712,181413433,558
"18970","chr2",74507195,74508146,74507670,951
"18971","chr2",71785720,71785948,71785834,228
"18972","chr7",157688558,157694027,157691292,5469
"18973","chr3",107240562,107241078,107240820,516
"18974","chr10",132977945,132978157,132978051,212
"18975","chr2",132417587,132417871,132417729,284
"18976","chr12",56118077,56118625,56118351,548
"18977","chr3",130002525,130003288,130002906,763
"18978","chr19",2785213,2785841,2785527,628
"18979","chr3",129893077,129894041,129893559,964
"18980","chr14",28778118,28778418,28778268,300
"18981","chr9",127945375,127945577,127945476,202
"18982","chr6",128519013,128520981,128519997,1968
"18983","chr22",50216716,50217382,50217049,666
"18984","chr14",75985736,75986199,75985967,463
"18985","chr17",81518573,81519887,81519230,1314
"18986","chrX",108091190,108091909,108091549,719
"18987","chr11",66291750,66292464,66292107,714
"18988","chr4",56467295,56468029,56467662,734
"18989","chr19",2095396,2095728,2095562,332
"18990","chr8",143943700,143944276,143943988,576
"18991","chr9",123365917,123366478,123366197,561
"18992","chr19",1761984,1762849,1762416,865
"18993","chrY",9356859,9357167,9357013,308
"18994","chr19",13102636,13103007,13102821,371
"18995","chr12",114396106,114396405,114396255,299
"18996","chr19",12720979,12722760,12721869,1781
"18997","chr9",101028330,101029482,101028906,1152
"18998","chr4",186204182,186204458,186204320,276
"18999","chr12",132908072,132909153,132908612,1081
"19000","chr5",177939301,177939972,177939636,671
"19001","chr12",130686623,130687003,130686813,380
"19002","chr6",142147053,142147321,142147187,268
"19003","chr14",26204957,26205272,26205114,315
"19004","chrX",54043879,54044878,54044378,999
"19005","chr20",62396479,62396720,62396599,241
"19006","chr4",1022105,1022491,1022298,386
"19007","chr11",369451,370214,369832,763
"19008","chr12",53324848,53325994,53325421,1146
"19009","chr12",54060465,54060674,54060569,209
"19010","chr15",44536439,44537751,44537095,1312
"19011","chr5",3326214,3326531,3326372,317
"19012","chr16",67000567,67001018,67000792,451
"19013","chr9",129437077,129437705,129437391,628
"19014","chr10",27504120,27504835,27504477,715
"19015","chr16",748171,748510,748340,339
"19016","chr20",45100874,45101150,45101012,276
"19017","chr1",248837881,248839111,248838496,1230
"19018","chr15",28214231,28214615,28214423,384
"19019","chr19",48752521,48753238,48752879,717
"19020","chr14",102086384,102087731,102087057,1347
"19021","chr17",82050638,82052691,82051664,2053
"19022","chr21",41420366,41420777,41420571,411
"19023","chr12",54046858,54047759,54047308,901
"19024","chr14",77707711,77708207,77707959,496
"19025","chr19",58519290,58520059,58519674,769
"19026","chr16",88010690,88010896,88010793,206
"19027","chr15",79283717,79283928,79283822,211
"19028","chr5",535369,535699,535534,330
"19029","chr2",45000505,45001644,45001074,1139
"19030","chr15",96356913,96357415,96357164,502
"19031","chr19",531114,532809,531961,1695
"19032","chr19",6372711,6373620,6373165,909
"19033","chr5",892407,893317,892862,910
"19034","chr9",127927099,127927936,127927517,837
"19035","chr11",2581990,2582239,2582114,249
"19036","chr1",92080262,92080923,92080592,661
"19037","chr17",7855393,7855662,7855527,269
"19038","chr11",34051439,34053156,34052297,1717
"19039","chr5",87412479,87413061,87412770,582
"19040","chrX",25012344,25013936,25013140,1592
"19041","chr1",16699567,16701447,16700507,1880
"19042","chr19",47447612,47448309,47447960,697
"19043","chr15",75639611,75640441,75640026,830
"19044","chr12",51324062,51324372,51324217,310
"19045","chr11",60924313,60925060,60924686,747
"19046","chr2",240354424,240354991,240354707,567
"19047","chr17",39687859,39688228,39688043,369
"19048","chr16",1148521,1148803,1148662,282
"19049","chr3",51538579,51539257,51538918,678
"19050","chr11",77589315,77590346,77589830,1031
"19051","chr9",96618532,96619954,96619243,1422
"19052","chr11",66344780,66345332,66345056,552
"19053","chr17",28645149,28645463,28645306,314
"19054","chr17",78399325,78399536,78399430,211
"19055","chr11",2902071,2902587,2902329,516
"19056","chr16",22325827,22326255,22326041,428
"19057","chr5",150904823,150905073,150904948,250
"19058","chr17",81074298,81074740,81074519,442
"19059","chr11",22666739,22667071,22666905,332
"19060","chr19",49680665,49680915,49680790,250
"19061","chr4",55853538,55854062,55853800,524
"19062","chr19",46636080,46636290,46636185,210
"19063","chr5",141753244,141753771,141753507,527
"19064","chr12",131849832,131850241,131850036,409
"19065","chr19",58305161,58305652,58305406,491
"19066","chrX",64044024,64044441,64044232,417
"19067","chr5",176238133,176239024,176238578,891
"19068","chr11",92866775,92867179,92866977,404
"19069","chr11",62791627,62792083,62791855,456
"19070","chr19",19224962,19225342,19225152,380
"19071","chr15",73051438,73053028,73052233,1590
"19072","chr16",67159643,67160136,67159889,493
"19073","chr11",128686969,128687230,128687099,261
"19074","chr20",18287900,18288761,18288330,861
"19075","chr10",99532679,99533044,99532861,365
"19076","chr11",65817918,65818413,65818165,495
"19077","chr1",34784817,34785135,34784976,318
"19078","chr1",111346516,111346917,111346716,401
"19079","chr11",62786594,62787790,62787192,1196
"19080","chr21",14011209,14011492,14011350,283
"19081","chr17",49224183,49225002,49224592,819
"19082","chr22",36564286,36565007,36564646,721
"19083","chr8",144394307,144394537,144394422,230
"19084","chr16",47013888,47014239,47014063,351
"19085","chr7",605696,605979,605837,283
"19086","chr8",27772236,27772717,27772476,481
"19087","chrX",135344719,135345132,135344925,413
"19088","chr14",76439360,76439714,76439537,354
"19089","chr7",35454603,35455092,35454847,489
"19090","chr3",42979210,42979862,42979536,652
"19091","chr19",33080852,33081288,33081070,436
"19092","chr9",37026225,37028017,37027121,1792
"19093","chr13",111893144,111893816,111893480,672
"19094","chr14",77498228,77499327,77498777,1099
"19095","chr10",122953752,122954733,122954242,981
"19096","chr11",69810340,69810705,69810522,365
"19097","chrX",152958836,152959079,152958957,243
"19098","chr10",132388102,132388909,132388505,807
"19099","chr14",19132686,19132957,19132821,271
"19100","chr16",87989550,87989977,87989763,427
"19101","chr1",40257714,40258026,40257870,312
"19102","chr21",45541754,45543164,45542459,1410
"19103","chr18",59969437,59969895,59969666,458
"19104","chr14",23057272,23058151,23057711,879
"19105","chr3",45145534,45146454,45145994,920
"19106","chr16",622265,622507,622386,242
"19107","chr15",45166603,45167382,45166992,779
"19108","chr10",131980902,131981133,131981017,231
"19109","chr12",121016350,121016554,121016452,204
"19110","chr15",77614008,77615794,77614901,1786
"19111","chr14",74217738,74217973,74217855,235
"19112","chr10",117134016,117134921,117134468,905
"19113","chr3",196207341,196207614,196207477,273
"19114","chr15",65132954,65133895,65133424,941
"19115","chr22",50200218,50201960,50201089,1742
"19116","chr1",84298425,84299223,84298824,798
"19117","chr3",123026336,123028139,123027237,1803
"19118","chr10",120011469,120011911,120011690,442
"19119","chr22",39679072,39679436,39679254,364
"19120","chr12",40224553,40225111,40224832,558
"19121","chr2",118088092,118088594,118088343,502
"19122","chr13",49220250,49221406,49220828,1156
"19123","chr7",206451,207365,206908,914
"19124","chr16",31010457,31011052,31010754,595
"19125","chr11",9613422,9614518,9613970,1096
"19126","chr1",53238287,53238887,53238587,600
"19127","chr7",158317877,158318189,158318033,312
"19128","chr14",67241036,67241930,67241483,894
"19129","chr11",65615353,65616386,65615869,1033
"19130","chr19",48720576,48721019,48720797,443
"19131","chr10",45443178,45444231,45443704,1053
"19132","chr11",65569742,65571003,65570372,1261
"19133","chr3",32816702,32819014,32817858,2312
"19134","chr9",86281826,86282806,86282316,980
"19135","chr20",49936168,49936997,49936582,829
"19136","chr12",31589826,31591390,31590608,1564
"19137","chr7",2658300,2658570,2658435,270
"19138","chr5",72848205,72848995,72848600,790
"19139","chr17",80961243,80961507,80961375,264
"19140","chr5",1745419,1745736,1745577,317
"19141","chr17",51120161,51121113,51120637,952
"19142","chr6",53065252,53065960,53065606,708
"19143","chr18",36296764,36298681,36297722,1917
"19144","chr12",6753506,6753823,6753664,317
"19145","chr20",63657588,63658705,63658146,1117
"19146","chrX",118839353,118839743,118839548,390
"19147","chr11",118152637,118153479,118153058,842
"19148","chr5",179678168,179679411,179678789,1243
"19149","chr2",242046614,242047706,242047160,1092
"19150","chr13",109140145,109141351,109140748,1206
"19151","chr11",71607174,71608442,71607808,1268
"19152","chr9",14346019,14348150,14347084,2131
"19153","chr11",44095567,44096444,44096005,877
"19154","chr15",45116375,45117330,45116852,955
"19155","chr22",42575794,42576200,42575997,406
"19156","chr5",173233717,173234130,173233923,413
"19157","chr13",37000655,37001086,37000870,431
"19158","chr14",60327858,60328149,60328003,291
"19159","chr1",247530733,247531199,247530966,466
"19160","chr10",31603261,31603824,31603542,563
"19161","chr8",65644529,65645278,65644903,749
"19162","chr20",4822367,4823486,4822926,1119
"19163","chr6",118894290,118895293,118894791,1003
"19164","chr20",50730828,50732122,50731475,1294
"19165","chr1",22285721,22285925,22285823,204
"19166","chr22",42152161,42153197,42152679,1036
"19167","chr20",62550250,62550580,62550415,330
"19168","chr9",127714979,127715867,127715423,888
"19169","chr2",128901725,128901994,128901859,269
"19170","chr7",157855108,157855315,157855211,207
"19171","chr11",375663,377380,376521,1717
"19172","chrX",83510434,83510768,83510601,334
"19173","chrX",145630903,145631800,145631351,897
"19174","chr12",53675841,53677481,53676661,1640
"19175","chr16",33770694,33771505,33771099,811
"19176","chr7",63751154,63751563,63751358,409
"19177","chr7",98205331,98205881,98205606,550
"19178","chr10",300564,300888,300726,324
"19179","chr12",131894397,131895507,131894952,1110
"19180","chr16",67833755,67833995,67833875,240
"19181","chr4",904242,904744,904493,502
"19182","chr17",40121507,40123122,40122314,1615
"19183","chr1",228735063,228736550,228735806,1487
"19184","chr2",74958440,74959050,74958745,610
"19185","chr22",40819131,40819572,40819351,441
"19186","chr14",76138656,76139020,76138838,364
"19187","chr13",112061045,112061920,112061482,875
"19188","chr2",231926865,231927306,231927085,441
"19189","chr17",40417464,40417991,40417727,527
"19190","chr17",1896247,1896462,1896354,215
"19191","chr9",134360269,134360605,134360437,336
"19192","chr8",75407215,75408189,75407702,974
"19193","chr5",40755435,40756155,40755795,720
"19194","chr2",164621052,164621832,164621442,780
"19195","chr8",141426933,141427172,141427052,239
"19196","chr2",74715447,74715688,74715567,241
"19197","chr11",65635264,65635711,65635487,447
"19198","chr3",49939934,49940763,49940348,829
"19199","chr10",120979539,120979878,120979708,339
"19200","chr16",4883622,4884562,4884092,940
"19201","chr17",1485392,1488436,1486914,3044
"19202","chr1",91546779,91547099,91546939,320
"19203","chr2",232409370,232409815,232409592,445
"19204","chrX",34131147,34131369,34131258,222
"19205","chr14",75176161,75176673,75176417,512
"19206","chr12",98456912,98457224,98457068,312
"19207","chrX",47193704,47194206,47193955,502
"19208","chr3",33113735,33114513,33114124,778
"19209","chr19",52535824,52536667,52536245,843
"19210","chr5",178895712,178896537,178896124,825
"19211","chr2",218992960,218994195,218993577,1235
"19212","chr14",73713815,73714561,73714188,746
"19213","chr1",151198371,151199056,151198713,685
"19214","chr4",1027318,1027550,1027434,232
"19215","chr11",121157863,121158218,121158040,355
"19216","chr10",133288161,133288480,133288320,319
"19217","chr13",111018185,111018434,111018309,249
"19218","chr7",159112579,159112846,159112712,267
"19219","chr1",101025761,101026124,101025942,363
"19220","chr7",16753639,16754475,16754057,836
"19221","chr6",33620840,33622132,33621486,1292
"19222","chr2",113756135,113757039,113756587,904
"19223","chr5",141875999,141878403,141877201,2404
"19224","chr9",113900597,113901198,113900897,601
"19225","chr22",46621458,46621757,46621607,299
"19226","chr21",45404616,45404900,45404758,284
"19227","chr9",77018410,77021114,77019762,2704
"19228","chr17",81711906,81712731,81712318,825
"19229","chr13",27789606,27790132,27789869,526
"19230","chr5",133051408,133052677,133052042,1269
"19231","chr22",17368575,17370792,17369683,2217
"19232","chr3",169668480,169669399,169668939,919
"19233","chr1",156705066,156706862,156705964,1796
"19234","chr14",60980945,60981423,60981184,478
"19235","chr14",54440878,54441519,54441198,641
"19236","chr12",9447819,9448663,9448241,844
"19237","chr6",87472650,87473484,87473067,834
"19238","chr4",957823,958461,958142,638
"19239","chr2",107986368,107987011,107986689,643
"19240","chr4",185127387,185129066,185128226,1679
"19241","chr20",63980947,63981434,63981190,487
"19242","chr4",173516763,173517195,173516979,432
"19243","chr20",10217487,10218336,10217911,849
"19244","chr4",1410251,1410730,1410490,479
"19245","chr17",58755600,58756736,58756168,1136
"19246","chr3",9843828,9844096,9843962,268
"19247","chr12",53951779,53952132,53951955,353
"19248","chr10",101566419,101566955,101566687,536
"19249","chr14",104461104,104461521,104461312,417
"19250","chr14",76131305,76131568,76131436,263
"19251","chr1",3414476,3414715,3414595,239
"19252","chr5",865202,865527,865364,325
"19253","chr10",15212599,15212853,15212726,254
"19254","chr12",132758901,132759265,132759083,364
"19255","chr3",44729444,44729645,44729544,201
"19256","chr12",111368755,111369256,111369005,501
"19257","chr6",28225183,28225506,28225344,323
"19258","chr13",23159669,23160677,23160173,1008
"19259","chr7",75738744,75739760,75739252,1016
"19260","chr22",39231585,39231806,39231695,221
"19261","chr1",47314035,47314539,47314287,504
"19262","chr22",25028006,25028263,25028134,257
"19263","chr12",4031019,4031338,4031178,319
"19264","chr12",124993517,124994303,124993910,786
"19265","chr6",127515585,127516561,127516073,976
"19266","chr15",61227422,61227832,61227627,410
"19267","chr9",137436168,137436458,137436313,290
"19268","chr19",10870810,10872590,10871700,1780
"19269","chr20",63123516,63123731,63123623,215
"19270","chr1",32072604,32073451,32073027,847
"19271","chr17",80146523,80147744,80147133,1221
"19272","chr1",43597798,43598086,43597942,288
"19273","chr14",58637581,58638859,58638220,1278
"19274","chr2",105269438,105269671,105269554,233
"19275","chrX",49175985,49176218,49176101,233
"19276","chr21",46431534,46431769,46431651,235
"19277","chr2",167292523,167294287,167293405,1764
"19278","chr22",42769941,42770281,42770111,340
"19279","chr11",71251127,71253115,71252121,1988
"19280","chr5",123094981,123095748,123095364,767
"19281","chr5",93594823,93595124,93594973,301
"19282","chr3",147419116,147419541,147419328,425
"19283","chr19",847898,848129,848013,231
"19284","chr1",100037926,100038848,100038387,922
"19285","chr3",62371964,62374099,62373031,2135
"19286","chr11",13462726,13463743,13463234,1017
"19287","chr1",77811681,77811922,77811801,241
"19288","chr11",104163808,104164330,104164069,522
"19289","chr1",87151470,87151734,87151602,264
"19290","chr3",10249204,10249427,10249315,223
"19291","chr16",88811304,88812528,88811916,1224
"19292","chr12",109999332,109999846,109999589,514
"19293","chr19",6739872,6740147,6740009,275
"19294","chr7",44220070,44220324,44220197,254
"19295","chr1",12595876,12596235,12596055,359
"19296","chr19",804218,806663,805440,2445
"19297","chr5",77629751,77631050,77630400,1299
"19298","chr10",101840786,101841476,101841131,690
"19299","chr16",88885011,88885257,88885134,246
"19300","chr3",9362999,9363254,9363126,255
"19301","chr5",356455,359411,357933,2956
"19302","chr10",1541342,1541803,1541572,461
"19303","chr11",61720660,61720885,61720772,225
"19304","chr6",57961151,57961550,57961350,399
"19305","chr16",75463930,75464882,75464406,952
"19306","chr11",62646160,62646821,62646490,661
"19307","chr20",34825054,34825799,34825426,745
"19308","chr20",20052096,20052827,20052461,731
"19309","chr17",19648031,19649170,19648600,1139
"19310","chr10",86942558,86943565,86943061,1007
"19311","chr14",104689183,104690236,104689709,1053
"19312","chr6",96521635,96522224,96521929,589
"19313","chr6",13013680,13013977,13013828,297
"19314","chr4",86934721,86936052,86935386,1331
"19315","chr10",31927973,31928174,31928073,201
"19316","chr10",97736892,97737694,97737293,802
"19317","chr15",92393447,92395291,92394369,1844
"19318","chr10",101048017,101048514,101048265,497
"19319","chr17",82584036,82584243,82584139,207
"19320","chr10",131519765,131520061,131519913,296
"19321","chrX",153333910,153334618,153334264,708
"19322","chr2",26563013,26563233,26563123,220
"19323","chr9",131554479,131555093,131554786,614
"19324","chr6",149941567,149942541,149942054,974
"19325","chr8",1449769,1450355,1450062,586
"19326","chrX",139692098,139692514,139692306,416
"19327","chr17",41688581,41689698,41689139,1117
"19328","chr7",6729690,6730585,6730137,895
"19329","chr15",34969485,34969923,34969704,438
"19330","chr9",35161877,35162412,35162144,535
"19331","chr16",89854089,89854332,89854210,243
"19332","chr4",688935,689192,689063,257
"19333","chr13",28718533,28719192,28718862,659
"19334","chr1",112849520,112850174,112849847,654
"19335","chr11",2532873,2533101,2532987,228
"19336","chr19",13155575,13156216,13155895,641
"19337","chr17",36534639,36535632,36535135,993
"19338","chr17",64661291,64662740,64662015,1449
"19339","chr11",2012477,2012761,2012619,284
"19340","chr5",73451164,73451762,73451463,598
"19341","chr5",141914219,141914484,141914351,265
"19342","chr14",24332474,24332947,24332710,473
"19343","chr1",110337772,110338002,110337887,230
"19344","chr4",970016,970327,970171,311
"19345","chr22",45502414,45503477,45502945,1063
"19346","chr5",135031223,135031748,135031485,525
"19347","chr9",87659538,87659898,87659718,360
"19348","chr21",33022820,33027937,33025378,5117
"19349","chr19",28793406,28794103,28793754,697
"19350","chr7",97022651,97022934,97022792,283
"19351","chr1",11934692,11934912,11934802,220
"19352","chr7",149090329,149091509,149090919,1180
"19353","chr14",77376758,77377403,77377080,645
"19354","chr13",40172232,40172559,40172395,327
"19355","chr9",17134823,17135708,17135265,885
"19356","chr3",12004391,12005127,12004759,736
"19357","chr15",29674793,29675417,29675105,624
"19358","chr8",58552904,58553544,58553224,640
"19359","chr14",104179620,104180141,104179880,521
"19360","chr11",61580336,61581566,61580951,1230
"19361","chr4",6709221,6710066,6709643,845
"19362","chr18",14747517,14748232,14747874,715
"19363","chr17",2041562,2042327,2041944,765
"19364","chr2",238238951,238241259,238240105,2308
"19365","chr16",88019167,88019734,88019450,567
"19366","chr2",2769628,2769846,2769737,218
"19367","chr17",35407626,35407840,35407733,214
"19368","chr1",225652568,225654093,225653330,1525
"19369","chr1",1064298,1064531,1064414,233
"19370","chr9",91421125,91421712,91421418,587
"19371","chr16",795363,795867,795615,504
"19372","chr8",143705595,143705837,143705716,242
"19373","chr6",75284287,75285118,75284702,831
"19374","chr16",4537835,4538889,4538362,1054
"19375","chr15",22257334,22259340,22258337,2006
"19376","chr1",108963059,108963592,108963325,533
"19377","chr15",25736029,25736245,25736137,216
"19378","chr3",41961440,41962236,41961838,796
"19379","chr8",143221650,143221852,143221751,202
"19380","chr5",1725068,1725305,1725186,237
"19381","chr10",133459496,133460181,133459838,685
"19382","chr10",97771406,97772211,97771808,805
"19383","chr16",88491643,88491921,88491782,278
"19384","chr17",73952339,73953116,73952727,777
"19385","chr7",20777835,20778607,20778221,772
"19386","chr17",17164262,17164626,17164444,364
"19387","chr2",75199466,75200904,75200185,1438
"19388","chr17",28357139,28357852,28357495,713
"19389","chr2",30146445,30148055,30147250,1610
"19390","chr11",61777255,61778091,61777673,836
"19391","chr8",81522201,81522430,81522315,229
"19392","chr7",57008932,57009308,57009120,376
"19393","chr3",186567020,186567540,186567280,520
"19394","chr17",81119523,81122877,81121200,3354
"19395","chr18",79443269,79443732,79443500,463
"19396","chr20",18056220,18057989,18057104,1769
"19397","chr13",99200132,99201298,99200715,1166
"19398","chr10",12195833,12196378,12196105,545
"19399","chr10",133378090,133379803,133378946,1713
"19400","chr10",95560667,95561726,95561196,1059
"19401","chr2",24175544,24175800,24175672,256
"19402","chr7",27204911,27205678,27205294,767
"19403","chr17",1270241,1271439,1270840,1198
"19404","chr9",70418882,70420309,70419595,1427
"19405","chr5",178859873,178860941,178860407,1068
"19406","chr17",82587557,82587782,82587669,225
"19407","chr20",20363756,20365500,20364628,1744
"19408","chr5",10638883,10640132,10639507,1249
"19409","chr7",30284301,30286025,30285163,1724
"19410","chr17",81647824,81648529,81648176,705
"19411","chr4",73836703,73836910,73836806,207
"19412","chr7",5555913,5556679,5556296,766
"19413","chr7",2380173,2380705,2380439,532
"19414","chr3",157174765,157175247,157175006,482
"19415","chr21",44901482,44901729,44901605,247
"19416","chr19",45901279,45902043,45901661,764
"19417","chr9",129737689,129738274,129737981,585
"19418","chr8",142581414,142581694,142581554,280
"19419","chr8",1785101,1785763,1785432,662
"19420","chr8",11697590,11698094,11697842,504
"19421","chr2",113499198,113500466,113499832,1268
"19422","chr21",45589864,45591249,45590556,1385
"19423","chr11",72754839,72755164,72755001,325
"19424","chrX",50470659,50470984,50470821,325
"19425","chr11",76799242,76799606,76799424,364
"19426","chr11",22432754,22432972,22432863,218
"19427","chr20",62989820,62990189,62990004,369
